transaction_id,sender_id,recipient_id,transaction_type,amount,location,payment_method,sender_iban_x,recipient_iban_x,balance_after,description,timestamp,sender_signature,recipient_signature,sender_user_idx_sig,recipient_user_idx_sig,sender_user_idx_iban,recipient_user_idx_iban,sender_user_idx,recipient_user_idx,sender_link_score,recipient_link_score,sender_first_name,sender_last_name,sender_user_full_name,sender_residence_city,sender_residence_lat,sender_residence_lng,sender_salary,sender_job,sender_iban_y,sender_user_signature,recipient_first_name,recipient_last_name,recipient_user_full_name,recipient_residence_city,recipient_residence_lat,recipient_residence_lng,recipient_salary,recipient_job,recipient_iban_y,recipient_user_signature,city_lat,city_lng,latest_gps_lat,latest_gps_lng,latest_gps_timestamp,sender_comm_mentions,recipient_comm_mentions,amount_robust_z_sender,amount_robust_z_recipient,new_sender_recipient_pair,new_payment_method_for_sender,new_transaction_type_for_sender,description_present,description_length,description_keyword_hits,txn_count_past_1h,txn_count_past_24h,txn_count_past_7d,time_since_prev_txn_seconds,hour_rarity,weekday_rarity,burst_count_10min,distance_from_residence_km,distance_from_latest_gps_km,geo_novelty,suspicious_communication_window_score,comm_events_past_7d,iso_anomaly_score,lof_anomaly_score,novelty_score,transaction_behavior_score,transaction_behavior_reason,temporal_sequence_score,temporal_sequence_reason,geospatial_score,geospatial_reason,communication_risk_score,communication_risk_reason,novelty_drift_score,novelty_drift_reason,final_risk_score,top_risk_reasons,flagged,threshold_used
6ab5bf80-6f00-4ec5-9f5c-0a5b9cdd3543,WTZL-TNAI-80B-PFA-0,,withdrawal,300.39,Piossasco - ATM Piossasco Town Center,debit card,DE52R2345866103953164007851,,25824.6,,2087-02-06 11:29:57+00:00,WTZL-TNAI,,4.0,,4.0,,4.0,,0.95,0.0,Tania,Weitzel,Tania Weitzel,Pfarrkirchen,48.4167,12.9167,39800.0,Digital Creator,DE52R2345866103953164007851,WTZL-TNAI,,,,,,,,,,,,,48.4203,12.9817,2087-02-06 06:50:21+00:00,60,17,1.5784966312173856,4.6875165342038025,0,1,1,0,0,0,1.0,2.0,2.0,521.0,0.90625,0.828125,1.0,,,1.0,0.14012436216908108,2.0,0.6668078745021963,2.126554431086598e-06,0.3334050005283137,0.49851803276967677,recipient_amount_outlier;new_payment_method;new_transaction_type,0.7185937406222221,burst_cluster;rapid_sequence;unusual_hour;unusual_weekday,0.2,new_geo_context,0.0,no_risky_communication_context,0.36108395647231634,stable_profile,0.3802989094649709,burst_cluster;rapid_sequence;unusual_hour;unusual_weekday | recipient_amount_outlier;new_payment_method;new_transaction_type | stable_profile,True,0.21843558429632715
e5e8217d-0a1c-45a4-ac07-48a37ab0dca1,RTZO-JMIX-7D1-GAU-0,ABIT73300,transfer,879.54,,,IT76E2566445203894254417156918,IT41W5249834520399038355926291,3180.17,Rent payment Jan - Residenze Milano,2087-01-04 16:29:31+00:00,RTZO-JMIX,,0.0,,,,0.0,,0.7,0.0,Jim,Ortiz,Jim Ortiz,Gautier,30.4106,-88.6568,35200.0,Retired,US47O8560397578096463876194,RTZO-JMIX,,,,,,,,,,,,,30.4465,-88.6818,2087-01-04 10:31:20+00:00,71,17,7.390787791514469,-0.050651212216624414,1,1,1,1,35,0,0.0,0.0,0.0,9000000000.0,0.9672131147540983,0.8688524590163934,0.0,,,1.0,0.0,0.0,0.8598729997330966,0.9999999999953145,0.9299364998642056,0.7925801187229009,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type,0.15754098360655738,unusual_hour;unusual_weekday,0.2,new_geo_context,0.0,no_risky_communication_context,0.4600675464003934,feature_novelty,0.3682427883157946,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type | feature_novelty | new_geo_context,True,0.21843558429632715
7f72d7bc-abbf-4ba2-bedf-3d08b6acacc7,JNSO-PLNA-7D0-FEL-1,HOME96755,transfer,999.37,,,IT91W4556581097608231692584283,IT96F2380868495568759744496004,5945.56,Rent payment Jan - Home Living Feltham,2087-01-07 08:58:33+00:00,JNSO-PLNA,,5.0,,,,5.0,,0.7,0.0,Pauline,Jones,Pauline Jones,Feltham,51.4496,-0.4089,41000.0,Retired,GB68S3857283695776049775751,JNSO-PLNA,,,,,,,,,,,,,51.4532,-0.3556,2087-01-06 14:25:55+00:00,66,17,7.022651573764726,-1.0645626283367513,1,1,1,1,38,0,0.0,0.0,0.0,9000000000.0,0.9838709677419355,0.8870967741935484,0.0,,,1.0,0.0,0.0,0.6671310197105442,0.9999999999948922,0.8335655098527182,0.8138489372254117,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type,0.16048387096774194,unusual_hour;unusual_weekday,0.2,new_geo_context,0.0,no_risky_communication_context,0.4189256614122966,feature_novelty,0.367381095670877,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type | feature_novelty | new_geo_context,True,0.21843558429632715
e1021ab7-c2de-4791-994b-bab86e6fbe3e,FCHN-VTSI-7FA-BRE-0,DOM58085,transfer,2252.22,,,DE62U9486200442637789135342,IT15L8867763953460638982311553,28548.04,Rent payment Jan - Living Spaces,2087-01-02 08:17:55+00:00,FCHN-VTSI,,2.0,,2.0,,2.0,,0.95,0.0,Vitus,Fechner,Vitus Fechner,Bremen,53.0758,8.8072,86600.0,Senior Consultant,DE62U9486200442637789135342,FCHN-VTSI,,,,,,,,,,,,,53.0884,8.7967,2087-01-01 14:37:12+00:00,68,17,8.966207529341554,0.9205424840558649,1,1,1,1,32,0,0.0,0.0,0.0,9000000000.0,0.953125,0.8125,0.0,,,1.0,0.0,0.0,0.6502527718282807,0.9999999999993848,0.8251263859138327,0.807951179637327,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type,0.15218750000000003,unusual_hour;unusual_weekday,0.2,new_geo_context,0.0,no_risky_communication_context,0.42972953662221103,feature_novelty,0.36601514689044956,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type | feature_novelty | new_geo_context,True,0.21843558429632715
5b911e36-da96-40ec-86bd-21b3da5c0002,CSPR-GRHL-800-ILM-1,RENT75951,transfer,919.27,,,IT96B7334948369810948896582581,IT89E2491832035984069062108313,1601.94,Rent payment Jan - Home Living Ilmenau,2087-01-05 10:47:43+00:00,CSPR-GRHL,,6.0,,,,6.0,,0.7,0.0,Gerhild,Caspar,Gerhild Caspar,Ilmenau,50.6839,10.9194,33600.0,Office Clerk,DE35G0316479870123653193377,CSPR-GRHL,,,,,,,,,,,,,50.6722,10.8698,2087-01-05 00:20:13+00:00,67,17,9.330091108117209,-0.8955891112890313,1,1,1,1,38,0,0.0,0.0,0.0,9000000000.0,0.9841269841269842,0.8412698412698413,0.0,,,1.0,0.0,0.0,0.6697434814365654,0.9999999999955895,0.8348717407160775,0.8083862966693911,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type,0.15730158730158733,unusual_hour;unusual_weekday,0.2,new_geo_context,0.0,no_risky_communication_context,0.4213392140475512,feature_novelty,0.3656495390563062,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type | feature_novelty | new_geo_context,True,0.21843558429632715
ec7665bd-bda0-47b3-8699-e4b5c9aa61f8,VLNT-SLVS-7DC-PIO-0,HOME36805,transfer,1134.47,,,IT10L9520192660655169390809,IT28N9805865889733607058737759,17843.59,Rent payment Jan - Rent&Go,2087-01-03 20:22:10+00:00,VLNT-SLVS,,1.0,,1.0,,1.0,,0.95,0.0,Silvestro,Valentino,Silvestro Valentino,Piossasco,44.9906,7.4637,48900.0,Retired,IT10L9520192660655169390809,VLNT-SLVS,,,,,,,,,,,,,44.9816,7.5031,2087-01-03 06:26:16+00:00,63,17,9.74264696641765,-0.7883273712516287,1,1,1,1,26,0,0.0,0.0,0.0,9000000000.0,0.96875,0.859375,0.0,,,1.0,0.10670777109573724,1.0,0.5991689677035574,0.9999999999940046,0.799584483848781,0.8002235619420625,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type,0.15703125,unusual_hour;unusual_weekday,0.2,new_geo_context,0.0,no_risky_communication_context,0.4128982491587333,feature_novelty,0.3617905321923495,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type | feature_novelty | new_geo_context,True,0.21843558429632715
007aefa4-08a4-4688-a9e9-9e272d3fba10,WTZL-TNAI-80B-PFA-0,PROP93151,transfer,1168.68,,,DE52R2345866103953164007851,IT93C8474527566445343755825862,20611.36,Rent payment Jan - Casa Tua Pfarrkirchen,2087-01-04 14:00:02+00:00,WTZL-TNAI,,4.0,,4.0,,4.0,,0.95,0.0,Tania,Weitzel,Tania Weitzel,Pfarrkirchen,48.4167,12.9167,39800.0,Digital Creator,DE52R2345866103953164007851,WTZL-TNAI,,,,,,,,,,,,,48.4203,12.914,2087-01-03 11:08:27+00:00,60,17,9.31562068168307,0.1453602864128554,1,1,1,1,40,0,0.0,0.0,0.0,9000000000.0,0.953125,0.84375,0.0,,,1.0,0.0,0.0,0.5428808187623876,0.9999999999936319,0.7714404093780097,0.7751325960995697,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type,0.154375,unusual_hour;unusual_weekday,0.2,new_geo_context,0.0,no_risky_communication_context,0.38861940719495297,feature_novelty,0.3498636202029711,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type | feature_novelty | new_geo_context,True,0.21843558429632715
c50d72fb-5521-44a6-957e-e9295821f985,FCHN-VTSI-7FA-BRE-0,SYSRN91988,transfer,2711.6,,,DE62U9486200442637789135342,IT91F5920380502110589544279971,55639.09,Senior consultant fee invoice 2087,2087-06-04 11:43:01+00:00,FCHN-VTSI,,2.0,,2.0,,2.0,,0.95,0.0,Vitus,Fechner,Vitus Fechner,Bremen,53.0758,8.8072,86600.0,Senior Consultant,DE62U9486200442637789135342,FCHN-VTSI,,,,,,,,,,,,,53.101,8.7414,2087-06-04 10:43:10+00:00,68,17,11.02079150918374,9.861740579099445,1,0,0,1,34,0,0.0,1.0,1.0,61049.0,0.875,0.859375,0.0,,,0.0,0.977807821656829,2.0,0.5739053520775536,1.5532859538631886e-05,0.2869604424685461,0.687304857520911,sender_amount_outlier;recipient_amount_outlier;new_counterparty_pair,0.42098822888887405,rapid_sequence;unusual_hour;unusual_weekday,0.0,geo_consistent,0.0,no_risky_communication_context,0.383607926351641,stable_profile,0.3456924326269253,sender_amount_outlier;recipient_amount_outlier;new_counterparty_pair | rapid_sequence;unusual_hour;unusual_weekday | stable_profile,True,0.21843558429632715
c66a5e9b-01f3-4fdd-a6d2-8dce4fa75392,NNLL-BRTU-7D3-RAV-0,HOME28625,transfer,802.85,,,IT30K9711948403425025862011,IT99V6754870020901512808979396,17113.48,Rent payment Jan - Casa Tua,2087-01-05 19:56:59+00:00,NNLL-BRTU,,3.0,,3.0,,3.0,,0.95,0.0,Uberto,Iannelli,Uberto Iannelli,Ravenna,44.4161,12.2017,31400.0,Retired,IT30K9711948403425025862011,NNLL-BRTU,,,,,,,,,,,,,44.4583,12.1891,2087-01-05 04:06:30+00:00,63,17,4.867605107426561,0.6745,1,1,1,1,27,0,0.0,0.0,0.0,9000000000.0,0.9333333333333333,0.7833333333333333,0.0,,,1.0,0.0,0.0,0.46289801329728353,0.9999999999940212,0.7314490066456524,0.7309519595685962,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type,0.14816666666666667,unusual_hour,0.2,new_geo_context,0.0,no_risky_communication_context,0.3605546664347637,feature_novelty,0.3311997219707977,sender_amount_outlier;new_counterparty_pair;new_payment_method;new_transaction_type | feature_novelty | new_geo_context,True,0.21843558429632715
115b1df1-5d4d-44d9-b182-446370715a4f,JNSO-PLNA-7D0-FEL-1,,in-person payment,3.05,Feltham - Feltham High Street Bakery,Google Pay,GB68S3857283695776049775751,,19499.04,,2087-01-20 19:39:59+00:00,JNSO-PLNA,,5.0,,5.0,,5.0,,0.95,0.0,Pauline,Jones,Pauline Jones,Feltham,51.4496,-0.4089,41000.0,Retired,GB68S3857283695776049775751,JNSO-PLNA,,,,,,,,,,,,,51.4352,-0.4622,2087-01-20 07:05:23+00:00,66,17,-0.855173172733134,-1.0052404910587567,0,1,1,0,0,0,1.0,1.0,1.0,99.0,0.8387096774193549,0.7580645161290323,1.0,,,1.0,0.7841144936451812,1.0,0.7236336803109384,2.1746227074815533e-06,0.36181792746682295,0.34330300557596893,new_payment_method;new_transaction_type,0.6336021505376345,burst_cluster;rapid_sequence;unusual_hour,0.2,new_geo_context,0.0,no_risky_communication_context,0.3626228082474533,stable_profile,0.3201173771533398,burst_cluster;rapid_sequence;unusual_hour | stable_profile | new_payment_method;new_transaction_type,True,0.21843558429632715
